person1,person2,relationship,family
Q102139,Q160495,grandparent - child,697
Q1389258,Q160495,grandparent - child,697
Q208615,Q160495,parent - child,697
Q11106090,Q160495,grandparent - child,697
Q12973,Q160984,parent - child,87
Q230238,Q160984,parent - child,87
Q230644,Q161319,parent - child,87
Q16004,Q161319,parent - child,87
Q15988,Q161319,grandparent - child,87
Q160984,Q161319,grandparent - child,87
Q12370276,Q151040,parent - child,1688
Q9682,Q151754,parent - child,502
Q80976,Q151754,parent - child,502
Q155394,Q151773,parent - child,697
Q61351,Q151773,parent - child,697
Q12880750,Q151917,parent - child,3838
Q219256,Q151917,parent - child,3838
Q2379836,Q130852,parent - child,3011
Q8336441,Q130853,parent - child,3142
Q16620466,Q130853,parent - child,3142
Q11543475,Q130856,parent - child,5098
Q1155062,Q131077,parent - child,3572
Q238402,Q131324,parent - child,542
Q361297,Q131324,parent - child,542
Q12403836,Q132095,parent - child,6215
Q318209,Q132345,parent - child,1370
Q2161544,Q132451,parent - child,4630
Q55720,Q165657,parent - child,502
Q153330,Q165657,parent - child,502
Q9682,Q165657,grandparent - child,502
Q80976,Q165657,grandparent - child,502
Q55720,Q165709,parent - child,502
Q153330,Q165709,parent - child,502
Q9682,Q165709,grandparent - child,502
Q80976,Q165709,grandparent - child,502
Q1586720,Q113111,parent - child,6064
Q21534322,Q113519,parent - child,3995
Q77335,Q113733,parent - child,520
Q76343,Q113733,parent - child,520
Q515592,Q114659,parent - child,5502
Q272433,Q114659,parent - child,5502
Q677496,Q115735,parent - child,358
Q242373,Q115990,parent - child,2745
Q152019,Q153481,parent - child,680
Q18844164,Q153481,grandparent - child,680
Q207,Q153481,parent - child,680
Q23505,Q153481,grandparent - child,680
Q190628,Q153481,grandparent - child,680
Q152019,Q153730,parent - child,680
Q18844164,Q153730,grandparent - child,680
Q207,Q153730,parent - child,680
Q23505,Q153730,grandparent - child,680
Q190628,Q153730,grandparent - child,680
Q1089261,Q170576,parent - child,2432
Q1156152,Q170581,parent - child,4734
Q616469,Q171355,parent - child,2254
Q25432346,Q171355,grandparent - child,2254
Q3097804,Q171758,parent - child,2230
Q822610,Q172189,parent - child,2916
Q255620,Q172592,parent - child,1397
Q171346,Q172838,parent - child,2701
Q172845,Q172843,parent - child,1993
Q173296,Q172954,parent - child,2814
Q2125,Q173001,parent - child,4110
Q462574,Q173246,parent - child,5472
Q16306590,Q174267,parent - child,463
Q6499562,Q161916,parent - child,5182
Q20904033,Q162306,parent - child,610
Q313110,Q162306,parent - child,610
Q381928,Q162306,grandparent - child,610
Q558027,Q162767,parent - child,5628
Q459238,Q163666,parent - child,5908
Q454997,Q163953,parent - child,2482
Q6405209,Q164111,parent - child,360
Q13025801,Q164373,parent - child,3056
Q16140662,Q164518,parent - child,2228
Q2710513,Q164791,parent - child,4561
Q131045,Q165096,parent - child,1018
Q57287,Q165096,parent - child,1018
Q231281,Q165096,grandparent - child,1018
Q154912,Q165096,grandparent - child,1018
Q131045,Q165241,parent - child,1018
Q57287,Q165241,parent - child,1018
Q231281,Q165241,grandparent - child,1018
Q154912,Q165241,grandparent - child,1018
Q107283300,Q133112,parent - child,230
Q469233,Q133313,parent - child,3432
Q12313038,Q133730,parent - child,585
Q375208,Q133947,parent - child,1640
Q451828,Q134895,parent - child,4755
Q705748,Q136209,parent - child,1086
Q16977,Q137538,parent - child,2786
Q198231,Q137538,parent - child,2786
Q390099,Q138048,parent - child,2613
Q14356,Q138048,parent - child,2613
Q4293808,Q138076,parent - child,2905
Q2447659,Q151796,parent - child,3489
Q726202,Q151813,parent - child,3610
Q18844164,Q152019,parent - child,680
Q550266,Q152119,parent - child,5810
Q4726097,Q152308,parent - child,1305
Q9685,Q152316,parent - child,502
Q43274,Q152316,parent - child,502
Q9682,Q152316,grandparent - child,502
Q80976,Q152316,grandparent - child,502
Q724121,Q152451,parent - child,3787
Q4894292,Q152451,parent - child,3787
Q2576581,Q152988,parent - child,3664
Q828580,Q153125,parent - child,4703
Q233891,Q153125,parent - child,4703
Q2959055,Q153219,parent - child,896
Q9682,Q153330,parent - child,502
Q80976,Q153330,parent - child,502
Q20967972,Q119091,parent - child,3824
Q9373557,Q119091,parent - child,3824
Q42661000,Q119307,parent - child,625
Q124591,Q119393,parent - child,4512
Q436789,Q119798,parent - child,1383
Q104027,Q119798,parent - child,1383
Q1464037,Q115010,parent - child,3648
Q7178157,Q115671,parent - child,698
Q1959447,Q116005,parent - child,1345
Q1758863,Q116325,parent - child,511
Q2431719,Q116325,parent - child,511
Q121694,Q116359,parent - child,1877
Q320391,Q116534,parent - child,5937
Q14249692,Q116769,parent - child,378
Q298905,Q117147,parent - child,5825
Q123692,Q117407,parent - child,5906
Q16018501,Q117710,parent - child,4367
Q129407,Q117899,parent - child,577
Q554301,Q117899,grandparent - child,577
Q3877258,Q117899,grandparent - child,577
Q15920025,Q118042,parent - child,5497
Q120924,Q118310,parent - child,6212
Q91000,Q118369,parent - child,3520
Q3911,Q155004,parent - child,87
Q12973,Q155004,grandparent - child,87
Q230238,Q155004,grandparent - child,87
Q31129,Q155004,parent - child,87
Q923742,Q183250,parent - child,1048
Q23908557,Q183250,parent - child,1048
Q241812,Q154294,parent - child,704
Q180455,Q154294,grandparent - child,704
Q11881176,Q154716,parent - child,5898
Q9682,Q154920,parent - child,502
Q80976,Q154920,parent - child,502
Q159609,Q154952,parent - child,171
Q2099997,Q154952,grandparent - child,171
Q29574,Q154952,parent - child,171
Q57304,Q154952,grandparent - child,171
Q154946,Q154952,grandparent - child,171
Q289364,Q156552,parent - child,2270
Q318263,Q156552,parent - child,2270
Q6491001,Q156796,parent - child,3898
Q923742,Q155388,parent - child,1048
Q23908557,Q155388,parent - child,1048
Q45068,Q156390,parent - child,1305
Q347374,Q156390,grandparent - child,1305
Q57626,Q156390,grandparent - child,1305
Q152308,Q156390,parent - child,1305
Q4726097,Q156390,grandparent - child,1305
Q155394,Q156548,parent - child,697
Q61351,Q156548,parent - child,697
Q48869155,Q173319,parent - child,4563
Q317817,Q174843,parent - child,5126
Q6082259,Q174961,parent - child,6078
Q69103,Q175176,parent - child,109
Q193874,Q175176,grandparent - child,109
Q4966020,Q175910,parent - child,5814
Q142546,Q176455,parent - child,3273
Q1417564,Q177072,parent - child,5249
Q952864,Q177219,parent - child,6074
Q466995,Q177715,parent - child,5882
Q56005,Q198567,parent - child,464
Q1362941,Q198780,parent - child,511
Q48090666,Q199369,parent - child,4622
Q450423,Q199418,parent - child,148
Q409,Q199418,parent - child,148
Q470313,Q199418,grandparent - child,148
Q40217135,Q199846,parent - child,1963
Q18049690,Q200273,parent - child,266
Q298020,Q200273,parent - child,266
Q318177,Q200273,grandparent - child,266
Q4949691,Q200273,grandparent - child,266
Q2194178,Q201279,parent - child,3053
Q1689391,Q201291,parent - child,3279
Q20904033,Q201327,parent - child,610
Q313110,Q201327,parent - child,610
Q381928,Q201327,grandparent - child,610
Q17350697,Q201381,parent - child,1971
Q1347506,Q179607,parent - child,5846
Q456903,Q180224,parent - child,1194
Q3506733,Q180224,parent - child,1194
Q2513437,Q188696,parent - child,4709
Q2364552,Q213574,parent - child,2708
Q209449,Q214025,parent - child,1305
Q6238229,Q214025,grandparent - child,1305
Q4990394,Q214025,grandparent - child,1305
Q156390,Q214025,parent - child,1305
Q45068,Q214025,grandparent - child,1305
Q152308,Q214025,grandparent - child,1305
Q101243620,Q168704,parent - child,2153
Q50493867,Q165114,parent - child,393
Q2427640,Q165114,parent - child,393
Q587102,Q165219,parent - child,4982
Q165241,Q165249,parent - child,1018
Q131045,Q165249,grandparent - child,1018
Q57287,Q165249,grandparent - child,1018
Q470362,Q165249,parent - child,1018
Q3357162,Q165249,grandparent - child,1018
Q954383,Q166389,parent - child,4030
Q4120052,Q166431,parent - child,3185
Q2700318,Q184885,parent - child,155
Q55407,Q184885,grandparent - child,155
Q2877914,Q184885,parent - child,155
Q16013306,Q184885,grandparent - child,155
Q777463,Q185650,parent - child,5903
Q1251492,Q186089,parent - child,2611
Q1138235,Q186304,parent - child,38
Q511926,Q187033,parent - child,1302
Q312878,Q187038,parent - child,2437
Q464932,Q187058,parent - child,2688
Q9570,Q187058,parent - child,2688
Q9575,Q187058,grandparent - child,2688
Q83338,Q187337,parent - child,441
Q1902714,Q187337,parent - child,441
Q78706,Q187363,parent - child,1280
Q557163,Q187396,parent - child,6065
Q193146,Q187737,parent - child,779
Q571075,Q187907,parent - child,3935
Q4269666,Q167548,parent - child,348
Q544641,Q167548,parent - child,348
Q7418443,Q167829,parent - child,2138
Q2057854,Q168040,parent - child,2026
Q11737731,Q168205,parent - child,5080
Q432357,Q168724,parent - child,5522
Q194045,Q168763,parent - child,2957
Q364875,Q168763,parent - child,2957
Q275593,Q168763,parent - child,2957
Q488312,Q169144,parent - child,3374
Q272183,Q191644,parent - child,3465
Q49020,Q191719,parent - child,3290
Q7599711,Q180589,parent - child,4335
Q7378679,Q180795,parent - child,2940
Q2573616,Q180861,parent - child,4764
Q3039327,Q180978,parent - child,3931
Q78689,Q181958,parent - child,3552
Q5983891,Q182325,parent - child,274
Q287046,Q182325,parent - child,274
Q389066,Q182352,parent - child,574
Q553268,Q182504,parent - child,2486
Q763602,Q188997,parent - child,2794
Q232538,Q189351,parent - child,3724
Q314276,Q189668,parent - child,5621
Q15967495,Q189947,parent - child,4086
Q51575,Q190998,parent - child,5637
Q156548,Q191045,parent - child,697
Q155394,Q191045,grandparent - child,697
Q61351,Q191045,grandparent - child,697
Q19943,Q191045,parent - child,697
Q235128,Q191045,grandparent - child,697
Q313857,Q191045,grandparent - child,697
Q191045,Q214369,parent - child,697
Q156548,Q214369,grandparent - child,697
Q19943,Q214369,grandparent - child,697
Q201589,Q214369,parent - child,697
Q1519006,Q214475,parent - child,5457
Q1733818,Q214574,parent - child,3294
Q45068,Q214704,parent - child,1305
Q347374,Q214704,grandparent - child,1305
Q57626,Q214704,grandparent - child,1305
Q152308,Q214704,parent - child,1305
Q4726097,Q214704,grandparent - child,1305
Q3925,Q215012,parent - child,2123
Q185025,Q215012,parent - child,2123
Q2837729,Q201569,parent - child,2155
Q531339,Q201569,parent - child,2155
Q3379345,Q201810,parent - child,856
Q437254,Q201810,parent - child,856
Q451109,Q201985,parent - child,1793
Q469233,Q202381,parent - child,3432
Q781993,Q202536,parent - child,321
Q933325,Q202670,parent - child,4346
Q230084,Q202725,parent - child,2249
Q547495,Q202725,parent - child,2249
Q742878,Q202779,parent - child,4077
Q12032813,Q203446,parent - child,3879
Q53003,Q203840,parent - child,778
Q43247,Q203840,parent - child,778
Q2004418,Q203960,parent - child,3223
Q239062,Q204369,parent - child,2963
Q8023,Q204369,parent - child,2963
Q49020,Q204672,parent - child,3290
Q433448,Q222940,parent - child,2677
Q940406,Q223300,parent - child,4607
Q663553,Q224071,parent - child,5997
Q6178451,Q224754,parent - child,4744
Q23705141,Q224782,parent - child,184
Q1148591,Q224782,parent - child,184
Q1452594,Q225993,parent - child,2305
Q180224,Q227129,parent - child,1194
Q456903,Q227129,grandparent - child,1194
Q3506733,Q227129,grandparent - child,1194
Q1370307,Q227142,parent - child,3094
Q88608397,Q227400,parent - child,5219
Q273739,Q227716,parent - child,2919
Q3711224,Q227716,parent - child,2919
Q233999,Q228584,parent - child,369
Q207969,Q228598,parent - child,2530
Q3246911,Q228645,parent - child,720
Q3814461,Q228860,parent - child,5686
Q1040407,Q228862,parent - child,3411
Q37979,Q229333,parent - child,1145
Q230697,Q229333,grandparent - child,1145
Q34479,Q229333,grandparent - child,1145
Q87610,Q229333,parent - child,1145
Q6294,Q229671,parent - child,2239
Q5298463,Q229671,grandparent - child,2239
Q1124,Q229671,parent - child,2239
Q4112334,Q229671,grandparent - child,2239
Q271109,Q235020,parent - child,3490
Q6305897,Q235020,parent - child,3490
Q733312,Q215477,parent - child,4052
Q378727,Q215855,parent - child,1516
Q948705,Q216298,parent - child,910
Q808971,Q216298,grandparent - child,910
Q269846,Q216298,parent - child,910
Q659184,Q216826,parent - child,5943
Q37979,Q217096,parent - child,1145
Q230697,Q217096,grandparent - child,1145
Q34479,Q217096,grandparent - child,1145
Q87610,Q217096,parent - child,1145
Q297006,Q217115,parent - child,3970
Q21887442,Q217115,parent - child,3970
Q6759375,Q204426,parent - child,240
Q719691,Q204426,parent - child,240
Q2583157,Q206479,parent - child,3833
Q113536906,Q207352,parent - child,1861
Q194291,Q207432,parent - child,1813
Q605880,Q208104,parent - child,303
Q240227,Q208135,parent - child,492
Q19878,Q208135,parent - child,492
Q442325,Q208425,parent - child,178
Q273739,Q208497,parent - child,2919
Q3711224,Q208497,parent - child,2919
Q16090504,Q234212,parent - child,3337
Q442026,Q230534,parent - child,35
Q153425,Q228977,parent - child,3005
Q104531159,Q229018,parent - child,2487
Q5032134,Q229050,parent - child,3087
Q295080,Q229050,parent - child,3087
Q2005385,Q229073,parent - child,5560
Q144622,Q229184,parent - child,1501
Q6116293,Q229268,parent - child,4295
Q20510034,Q229383,parent - child,47
Q154550,Q229403,parent - child,2179
Q98434937,Q229520,parent - child,5107
Q98435178,Q229520,parent - child,5107
Q103646,Q229775,parent - child,5509
Q2004409,Q229775,grandparent - child,5509
Q457306,Q229908,parent - child,248
Q1350489,Q229908,grandparent - child,248
Q3720497,Q230138,parent - child,5657
Q272923,Q230138,parent - child,5657
Q558567,Q230164,parent - child,215
Q3180926,Q230199,parent - child,1425
Q276191,Q230199,parent - child,1425
Q9696,Q230303,parent - child,518
Q165421,Q230303,parent - child,518
Q701990,Q230433,parent - child,1145
Q562257,Q230523,parent - child,4545
Q235084,Q192402,parent - child,2097
Q437752,Q192402,parent - child,2097
Q939557,Q192635,parent - child,2686
Q46064390,Q192715,parent - child,80
Q4086801,Q192825,parent - child,498
Q4910042,Q192936,parent - child,5246
Q319527,Q193504,parent - child,2626
Q56094,Q193628,parent - child,5350
Q4943414,Q193628,parent - child,5350
Q317478,Q195522,parent - child,2798
Q16200336,Q194419,parent - child,5473
Q12089707,Q196382,parent - child,4224
Q23505,Q221997,parent - child,680
Q4100648,Q221997,grandparent - child,680
Q190628,Q221997,parent - child,680
Q2856432,Q234210,parent - child,5521
Q4924853,Q234271,parent - child,1200
Q935982,Q234304,parent - child,552
Q238402,Q234388,parent - child,542
Q361297,Q234388,parent - child,542
Q722023,Q234434,parent - child,2518
Q5258318,Q234474,parent - child,905
Q72984,Q234474,grandparent - child,905
Q1677918,Q234500,parent - child,116
Q44176,Q234556,parent - child,5117
Q12033548,Q234556,parent - child,5117
Q2680,Q234566,parent - child,1838
Q43044,Q234566,parent - child,1838
Q1381872,Q234679,parent - child,5600
Q288550,Q234973,parent - child,2190
Q357001,Q220901,parent - child,6128
Q234080,Q220901,parent - child,6128
Q184572,Q220918,parent - child,3
Q40096,Q221364,parent - child,4996
Q228787,Q221364,parent - child,4996
Q1689391,Q222524,parent - child,3279
Q1684904,Q222870,parent - child,2114
Q9012472,Q234693,parent - child,5084
Q6768885,Q235002,parent - child,3349
Q611486,Q235115,parent - child,506
Q133040,Q235137,parent - child,3165
Q265813,Q235137,parent - child,3165
Q231281,Q235236,parent - child,1018
Q154912,Q235236,parent - child,1018
Q257926,Q235284,parent - child,1619
Q235432,Q235284,grandparent - child,1619
Q16692936,Q235364,parent - child,4107
Q106204,Q235641,parent - child,285
Q266222,Q235641,parent - child,285
Q190523,Q238483,parent - child,5517
Q3514842,Q238483,parent - child,5517
Q448366,Q235546,parent - child,2344
Q64173772,Q235632,parent - child,5919
Q234195,Q235721,parent - child,5404
Q923582,Q235913,parent - child,4358
Q236164,Q236135,parent - child,3885
Q309989,Q236135,parent - child,3885
Q2846791,Q236494,parent - child,4199
Q232176,Q236527,parent - child,5959
Q235084,Q236613,parent - child,2097
Q437752,Q236613,parent - child,2097
Q4511818,Q236724,parent - child,4778
Q4726120,Q230113,parent - child,964
Q96694567,Q230448,parent - child,4733
Q156548,Q230580,parent - child,697
Q155394,Q230580,grandparent - child,697
Q61351,Q230580,grandparent - child,697
Q19943,Q230580,parent - child,697
Q235128,Q230580,grandparent - child,697
Q313857,Q230580,grandparent - child,697
Q137808,Q230636,parent - child,1123
Q317248,Q230654,parent - child,854
Q272908,Q230654,parent - child,854
Q1679950,Q230659,parent - child,5564
Q120321,Q230747,parent - child,1266
Q1678088,Q230747,parent - child,1266
Q7150897,Q230929,parent - child,4811
Q15148650,Q231096,parent - child,3848
Q719263,Q231128,parent - child,2962
Q133151,Q231182,parent - child,4635
Q1806985,Q231182,parent - child,4635
Q64192977,Q237450,parent - child,5626
Q272905,Q241033,parent - child,697
Q159101,Q241033,parent - child,697
Q102139,Q241033,grandparent - child,697
Q1389258,Q241033,grandparent - child,697
Q209921,Q241637,parent - child,6242
Q294641,Q241692,parent - child,4049
Q263143,Q241692,parent - child,4049
Q180455,Q241812,parent - child,704
Q155394,Q242298,parent - child,697
Q61351,Q242298,parent - child,697
Q151773,Q242348,parent - child,697
Q155394,Q242348,grandparent - child,697
Q61351,Q242348,grandparent - child,697
Q564889,Q242348,parent - child,697
Q163010,Q242348,grandparent - child,697
Q6019238,Q237295,parent - child,4109
Q6019154,Q237295,grandparent - child,4109
Q4989823,Q237295,grandparent - child,4109
Q303,Q237324,parent - child,2096
Q234773,Q237324,parent - child,2096
Q77112,Q237897,parent - child,4975
Q2623520,Q231228,parent - child,3600
Q6280226,Q231241,parent - child,3587
Q1354827,Q231241,grandparent - child,3587
Q1138235,Q231270,parent - child,38
Q727645,Q231508,parent - child,5528
Q431124,Q231942,parent - child,2023
Q137042,Q231942,parent - child,2023
Q53011,Q232052,parent - child,2402
Q696306,Q232052,parent - child,2402
Q4120191,Q232307,parent - child,3081
